Station,Sample Type,Parameter,Qualifier,ResultAvg,Units,JURISDICTI3,Qadj_Qall,LoadQadj_Qall,LoadsPoundsQS,LoadsJurs
L03-214-2 (L03P18),Dissolved,"Iron, Total",NA,16.5,ug/L,RANCHO SANTA MARGARITA,88783.6516800166,1464930.2527202738,0.09145253218802238,60.192405064579695
L03-418-8,Dissolved,"Iron, Total",NA,19.5,ug/L,LAGUNA NIGUEL,188453.84949148304,3674850.065083919,0.22941320464860124,27.397607341315894
L03-418-8,Dissolved,"Iron, Total",NA,19.5,ug/L,MISSION VIEJO,1719639.2671055028,33532965.708557304,2.0933929244256415,26.421288193348985
J03-9221-1 (J03P02),Dissolved,"Iron, Total",<,20.5,ug/L,LAGUNA NIGUEL,2363508.1934956796,48451917.96666143,3.024751915109522,27.397607341315894
J01-9224-1 (J01P24),Dissolved,"Iron, Total",<,29,ug/L,ALISO VIEJO,2634.1015151823053,76388.94394028686,0.0047688020242162895,5.853243115261079
J01-9224-1 (J01P24),Dissolved,"Iron, Total",<,29,ug/L,LAGUNA NIGUEL,158150.60433060143,4586367.525587441,0.28631733352562316,27.397607341315894
J01-9224-2 (J01P25),Dissolved,"Iron, Total",<,21.5,ug/L,ALISO VIEJO,5993.861828325905,128868.02930900695,0.008044961578549198,5.853243115261079
J01-9224-2 (J01P25),Dissolved,"Iron, Total",<,21.5,ug/L,LAGUNA NIGUEL,359869.5285508992,7737194.863844332,0.48301689518445473,27.397607341315894
J06-10011-1 (J06P01),Total,"Iron, Total",<,17.5,ug/L,ALISO VIEJO,486377.92818020063,8511613.74315351,0.5313622463406087,20.291482485707476
J06-10011-1 (J06P01),Total,"Iron, Total",<,17.5,ug/L,LAGUNA HILLS,682198.5901776025,11938475.328108044,0.7452940487728397,1.4905880975456793
J06-10011-1 (J06P01),Total,"Iron, Total",<,17.5,ug/L,LAGUNA WOODS,1248649.7842748633,21851371.22481011,1.364135409572265,6.711212810066103
J06-10011-1 (J06P01),Total,"Iron, Total",<,17.5,ug/L,LAKE FOREST,751296.2870919254,13147685.024108695,0.8207824813724253,30.701228150706783
L04-672-1,Dissolved,"Iron, Total",NA,17.5,ug/L,MISSION VIEJO,665335.962144,11643379.33752,0.7268718231906346,26.421288193348985
L01-731-1 (L08TBN2),Dissolved,"Iron, Total",<,24.5,ug/L,ORANGE CO,723305.629006651,17720987.91066295,1.106284216804222,87.84516639648722
L01-731-1 (L08TBN2),Dissolved,"Iron, Total",<,24.5,ug/L,RANCHO SANTA MARGARITA,11606237.02728475,284352807.1684764,17.751551107665726,60.192405064579695
L05-489-3,Dissolved,"Iron, Total",<,20.5,ug/L,ORANGE CO,29545076.777328,605674073.9352239,37.810965838923416,87.84516639648722
L01-724-4 (L01P03),Dissolved,"Iron, Total",<,19.5,ug/L,LAGUNA NIGUEL,468158.31861034513,9129087.21290173,0.569909823785022,27.397607341315894
L01-724-4 (L01P03),Dissolved,"Iron, Total",<,19.5,ug/L,SAN JUAN CAPISTRANO,1145681.827242111,22340795.631221168,1.3946891517711149,5.813983853948506
L01-724-1 (L01S01),Dissolved,"Iron, Total",NA,20.5,ug/L,DANA POINT,245138.73214270748,5025344.008925503,0.3137217173846578,15.628355100155563
L01-724-1 (L01S01),Dissolved,"Iron, Total",NA,20.5,ug/L,LAGUNA NIGUEL,174089.35162087894,3568831.708228018,0.2227947003376408,27.397607341315894
L01-724-1 (L01S01),Dissolved,"Iron, Total",NA,20.5,ug/L,SAN JUAN CAPISTRANO,256083.45119911397,5249710.749581836,0.3277284638039448,5.813983853948506
L01-726-5,Total,"Iron, Total",NA,960,ug/L,DANA POINT,111410.6356577293,106954210.23142013,6.676927680120191,92.81603849971673
L01-726-5,Total,"Iron, Total",NA,960,ug/L,SAN JUAN CAPISTRANO,7448.763165562618,7150812.638940114,0.44641027913706466,28.125384108757743
L01-726-5,Dissolved,"Iron, Total",NA,22,ug/L,DANA POINT,111410.6356577293,2451033.9844700447,0.15301292600275437,15.628355100155563
L01-726-5,Dissolved,"Iron, Total",NA,22,ug/L,SAN JUAN CAPISTRANO,7448.763165562618,163872.7896423776,0.01023023556355773,5.813983853948506
L01-728-5 (L01-DP),Dissolved,"Iron, Total",NA,30,ug/L,DANA POINT,0,0,0,15.628355100155563
K01-12159-3,Dissolved,"Iron, Total",<,16.5,ug/L,DANA POINT,133122.52800000002,2196521.7120000003,0.13712425707323236,15.628355100155563
I01-11010-1,Total,"Iron, Total",<,15.5,ug/L,LAGUNA BEACH,202915.75420800003,3145194.1902240003,0.19634789600728184,2.119650851548984
M02-085-1 (M02P06),Dissolved,"Iron, Total",<,16,ug/L,ORANGE CO,174.54166027466977,2792.6665643947163,1.7434033353906663e-4,87.84516639648722
M02-085-1 (M02P06),Dissolved,"Iron, Total",<,16,ug/L,SAN CLEMENTE,251732.86631957273,4027725.8611131636,0.2514425026543,11.606774146265975
L04-266-5,Total,"Lead, Total",<,0.1,ug/L,MISSION VIEJO,4000029.057504,400002.90575040004,0.02497134491250491,0.09599384698021901
I01-11343-2 (I02P18),Total,"Lead, Total",NA,0.33999999999999997,ug/L,LAGUNA WOODS,26583.60972323406,9038.42730589958,5.642501153805561e-4,0.008359309598650642
L04-266-5,Dissolved,"Lead, Total",<,0.1,ug/L,MISSION VIEJO,4000029.057504,400002.90575040004,0.02497134491250491,0.05868358955614304
I01-11343-2 (I02P18),Dissolved,"Lead, Total",NA,0.165,ug/L,LAGUNA WOODS,26583.60972323406,4386.295604333621,2.738272618758582e-4,0.008342714007021803
L03-418-8,Total,"Lead, Total",<,0.1,ug/L,LAGUNA NIGUEL,188453.84949148304,18845.384949148305,0.0011764779725569293,0.0740724126463607
L03-418-8,Total,"Lead, Total",<,0.1,ug/L,MISSION VIEJO,1719639.2671055028,171963.9267105503,0.010735348330387905,0.09599384698021901
K01-12177-1 (K01P07),Total,"Lead, Total",<,0.1,ug/L,LAGUNA NIGUEL,1099058.44356,109905.84435600002,0.006861192026005708,0.0740724126463607
J03-9221-1 (J03P02),Total,"Lead, Total",<,0.1,ug/L,LAGUNA NIGUEL,2363508.1934956796,236350.819349568,0.01475488739077816,0.0740724126463607
J01-9224-1 (J01P24),Total,"Lead, Total",NA,0.245,ug/L,ALISO VIEJO,2634.1015151823053,645.3548712196648,4.0288155032172095e-5,0.02964585622897498
J01-9224-1 (J01P24),Total,"Lead, Total",NA,0.245,ug/L,LAGUNA NIGUEL,158150.60433060143,38746.89806099735,0.0024188878177164716,0.0740724126463607
J01-9224-2 (J01P25),Total,"Lead, Total",<,0.1,ug/L,ALISO VIEJO,5993.861828325905,599.3861828325905,3.741842594674046e-5,0.02964585622897498
J01-9224-2 (J01P25),Total,"Lead, Total",<,0.1,ug/L,LAGUNA NIGUEL,359869.5285508992,35986.95285508992,0.0022465902101602543,0.0740724126463607
L03-418-8,Dissolved,"Lead, Total",<,0.1,ug/L,LAGUNA NIGUEL,188453.84949148304,18845.384949148305,0.0011764779725569293,0.07022193816101611
L03-418-8,Dissolved,"Lead, Total",<,0.1,ug/L,MISSION VIEJO,1719639.2671055028,171963.9267105503,0.010735348330387905,0.05868358955614304
K01-12177-1 (K01P07),Dissolved,"Lead, Total",<,0.1,ug/L,LAGUNA NIGUEL,1099058.44356,109905.84435600002,0.006861192026005708,0.07022193816101611
J03-9221-1 (J03P02),Dissolved,"Lead, Total",<,0.1,ug/L,LAGUNA NIGUEL,2363508.1934956796,236350.819349568,0.01475488739077816,0.07022193816101611
J01-9224-1 (J01P24),Dissolved,"Lead, Total",<,0.1,ug/L,ALISO VIEJO,2634.1015151823053,263.4101515182305,1.6444144911090652e-5,0.030984679133230077
J01-9224-1 (J01P24),Dissolved,"Lead, Total",<,0.1,ug/L,LAGUNA NIGUEL,158150.60433060143,15815.060433060144,9.873011500883557e-4,0.07022193816101611
J01-9224-2 (J01P25),Dissolved,"Lead, Total",<,0.1,ug/L,ALISO VIEJO,5993.861828325905,599.3861828325905,3.741842594674046e-5,0.030984679133230077
J01-9224-2 (J01P25),Dissolved,"Lead, Total",<,0.1,ug/L,LAGUNA NIGUEL,359869.5285508992,35986.95285508992,0.0022465902101602543,0.07022193816101611
L03-662-3 (L03P16),Total,"Lead, Total",<,0.1,ug/L,MISSION VIEJO,257898.81600000005,25789.881600000008,0.001610008376009454,0.09599384698021901
L03-214-2 (L03P18),Total,"Lead, Total",<,0.1,ug/L,MISSION VIEJO,1863878.8123590364,186387.88123590365,0.011635805647764591,0.09599384698021901
L03-214-2 (L03P18),Total,"Lead, Total",<,0.1,ug/L,RANCHO SANTA MARGARITA,88783.6516800166,8878.365168001661,5.542577708364994e-4,0.10969911573996023
L03-316-3 (L03P12),Total,"Lead, Total",<,0.31,ug/L,MISSION VIEJO,893435.1835532822,276964.9069015175,0.01729033994371349,0.09599384698021901
L03-662-3 (L03P16),Dissolved,"Lead, Total",<,0.1,ug/L,MISSION VIEJO,257898.81600000005,25789.881600000008,0.001610008376009454,0.05868358955614304
L03-214-2 (L03P18),Dissolved,"Lead, Total",<,0.1,ug/L,MISSION VIEJO,1863878.8123590364,186387.88123590365,0.011635805647764591,0.05868358955614304
L03-214-2 (L03P18),Dissolved,"Lead, Total",<,0.1,ug/L,RANCHO SANTA MARGARITA,88783.6516800166,8878.365168001661,5.542577708364994e-4,0.10969911573996023
L03-316-3 (L03P12),Dissolved,"Lead, Total",<,0.1,ug/L,MISSION VIEJO,893435.1835532822,89343.51835532823,0.005577529014101127,0.05868358955614304
J01-9992-1 (J01P27),Total,"Lead, Total",<,0.1,ug/L,ALISO VIEJO,432180.7921682628,43218.079216826285,0.002698014307057943,0.02964585622897498
J01-9992-1 (J01P27),Total,"Lead, Total",<,0.1,ug/L,ORANGE CO,1267.6285979957179,126.7628597995718,7.91354024844467e-6,0.25145882732696756
J01-9131-1 (J01P28),Total,"Lead, Total",NA,0.585,ug/L,ALISO VIEJO,236560.03199999995,138387.61871999997,0.008639249637935623,0.02964585622897498
J01-9007-1 (J02P05),Total,"Lead, Total",<,0.1,ug/L,ALISO VIEJO,677326.4713948012,67732.64713948012,0.004228407517150283,0.02964585622897498
J01-9007-1 (J02P05),Total,"Lead, Total",<,0.1,ug/L,ORANGE CO,12455.793598780088,1245.579359878009,7.775891465853367e-5,0.25145882732696756
J01-9992-1 (J01P27),Dissolved,"Lead, Total",<,0.1,ug/L,ALISO VIEJO,432180.7921682628,43218.079216826285,0.002698014307057943,0.030984679133230077
J01-9992-1 (J01P27),Dissolved,"Lead, Total",<,0.1,ug/L,ORANGE CO,1267.6285979957179,126.7628597995718,7.91354024844467e-6,0.25145882732696756
J01-9131-1 (J01P28),Dissolved,"Lead, Total",<,0.33999999999999997,ug/L,ALISO VIEJO,236560.03199999995,80430.41087999998,0.005021102353671986,0.030984679133230077
J01-9007-1 (J02P05),Dissolved,"Lead, Total",<,0.1,ug/L,ALISO VIEJO,677326.4713948012,67732.64713948012,0.004228407517150283,0.030984679133230077
J01-9007-1 (J02P05),Dissolved,"Lead, Total",<,0.1,ug/L,ORANGE CO,12455.793598780088,1245.579359878009,7.775891465853367e-5,0.25145882732696756
J06-10011-1 (J06P01),Total,"Lead, Total",<,0.1,ug/L,ALISO VIEJO,486377.92818020063,48637.79281802007,0.0030363556933749067,0.02964585622897498
J06-10011-1 (J06P01),Total,"Lead, Total",<,0.1,ug/L,LAGUNA HILLS,682198.5901776025,68219.85901776025,0.004258823135844797,0.004258823135844797
J06-10011-1 (J06P01),Total,"Lead, Total",<,0.1,ug/L,LAGUNA WOODS,1248649.7842748633,124864.97842748633,0.007795059483270086,0.008359309598650642
J06-10011-1 (J06P01),Total,"Lead, Total",<,0.1,ug/L,LAKE FOREST,751296.2870919254,75129.62870919255,0.0046901856078424295,0.07765938392122701
J06-9079-1 (J06P03),Total,"Lead, Total",<,0.1,ug/L,ALISO VIEJO,751510.5920908037,75151.05920908037,0.004691523469134568,0.02964585622897498
J01-9082-2,Total,"Lead, Total",<,0.1,ug/L,ALISO VIEJO,998641.6316034046,99864.16316034047,0.006234310868310573,0.02964585622897498
J01-9082-2,Total,"Lead, Total",<,0.1,ug/L,ORANGE CO,21969.628370704308,2196.962837070431,1.3715179558889038e-4,0.25145882732696756
J06-10011-1 (J06P01),Dissolved,"Lead, Total",<,0.1,ug/L,ALISO VIEJO,486377.92818020063,48637.79281802007,0.0030363556933749067,0.030984679133230077
J06-10011-1 (J06P01),Dissolved,"Lead, Total",<,0.1,ug/L,LAGUNA HILLS,682198.5901776025,68219.85901776025,0.004258823135844797,0.004258823135844797
J06-10011-1 (J06P01),Dissolved,"Lead, Total",<,0.1,ug/L,LAGUNA WOODS,1248649.7842748633,124864.97842748633,0.007795059483270086,0.008342714007021803
J06-10011-1 (J06P01),Dissolved,"Lead, Total",<,0.1,ug/L,LAKE FOREST,751296.2870919254,75129.62870919255,0.0046901856078424295,0.01749179934703271
J06-9079-1 (J06P03),Dissolved,"Lead, Total",<,0.1,ug/L,ALISO VIEJO,751510.5920908037,75151.05920908037,0.004691523469134568,0.030984679133230077
J01-9082-2,Dissolved,"Lead, Total",<,0.1,ug/L,ALISO VIEJO,998641.6316034046,99864.16316034047,0.006234310868310573,0.030984679133230077
J01-9082-2,Dissolved,"Lead, Total",<,0.1,ug/L,ORANGE CO,21969.628370704308,2196.962837070431,1.3715179558889038e-4,0.25145882732696756
I01-11010-1,Total,"Lead, Total",<,0.1,ug/L,LAGUNA BEACH,202915.75420800003,20291.575420800003,0.0012667606194018183,0.0025951875882744497
I00-11468-1,Total,"Lead, Total",<,0.1,ug/L,LAGUNA BEACH,212793.76400754126,21279.37640075413,0.0013284269688726312,0.0025951875882744497
I00-11468-1,Total,"Lead, Total",<,0.1,ug/L,ORANGE CO,19089.643866775274,1908.9643866775275,1.1917265459856039e-4,0.25145882732696756
I01-11010-1,Dissolved,"Lead, Total",<,0.1,ug/L,LAGUNA BEACH,202915.75420800003,20291.575420800003,0.0012667606194018183,0.0025951875882744497
I00-11468-1,Dissolved,"Lead, Total",<,0.1,ug/L,LAGUNA BEACH,212793.76400754126,21279.37640075413,0.0013284269688726312,0.0025951875882744497
I00-11468-1,Dissolved,"Lead, Total",<,0.1,ug/L,ORANGE CO,19089.643866775274,1908.9643866775275,1.1917265459856039e-4,0.25145882732696756
J01-10004-1 (J01P01),Total,"Lead, Total",NA,0.285,ug/L,LAKE FOREST,2050623.5094314318,584427.700187958,0.03648459915669229,0.07765938392122701
J01-10004-1 (J01P01),Dissolved,"Lead, Total",<,0.1,ug/L,LAKE FOREST,2050623.5094314318,205062.3509431432,0.01280161373919028,0.01749179934703271
L05-503-1,Total,"Lead, Total",<,0.1,ug/L,SAN JUAN CAPISTRANO,1199564.4170879999,119956.44170879999,0.007488629800745488,0.01645346221972
L01-724-4 (L01P03),Total,"Lead, Total",<,0.1,ug/L,LAGUNA NIGUEL,468158.31861034513,46815.831861034516,0.002922614480948831,0.0740724126463607
L01-724-4 (L01P03),Total,"Lead, Total",<,0.1,ug/L,SAN JUAN CAPISTRANO,1145681.827242111,114568.18272421112,0.007152252060364694,0.01645346221972
L01-724-1 (L01S01),Total,"Lead, Total",<,0.1,ug/L,DANA POINT,245138.73214270748,24513.87321427075,0.0015303498409007697,0.03100200887858329
L01-724-1 (L01S01),Total,"Lead, Total",<,0.1,ug/L,LAGUNA NIGUEL,174089.35162087894,17408.935162087895,0.0010868034162811748,0.0740724126463607
L01-724-1 (L01S01),Total,"Lead, Total",<,0.1,ug/L,SAN JUAN CAPISTRANO,256083.45119911397,25608.3451199114,0.001598675433189975,0.01645346221972
L05-503-1,Dissolved,"Lead, Total",<,0.1,ug/L,SAN JUAN CAPISTRANO,1199564.4170879999,119956.44170879999,0.007488629800745488,0.016286058365043602
L01-724-4 (L01P03),Dissolved,"Lead, Total",<,0.1,ug/L,LAGUNA NIGUEL,468158.31861034513,46815.831861034516,0.002922614480948831,0.07022193816101611
L01-724-4 (L01P03),Dissolved,"Lead, Total",<,0.1,ug/L,SAN JUAN CAPISTRANO,1145681.827242111,114568.18272421112,0.007152252060364694,0.016286058365043602
L01-724-1 (L01S01),Dissolved,"Lead, Total",<,0.1,ug/L,DANA POINT,245138.73214270748,24513.87321427075,0.0015303498409007697,0.02849816099853822
L01-724-1 (L01S01),Dissolved,"Lead, Total",<,0.1,ug/L,LAGUNA NIGUEL,174089.35162087894,17408.935162087895,0.0010868034162811748,0.07022193816101611
L01-724-1 (L01S01),Dissolved,"Lead, Total",<,0.1,ug/L,SAN JUAN CAPISTRANO,256083.45119911397,25608.3451199114,0.001598675433189975,0.016286058365043602
L01-728-5 (L01-DP),Total,"Lead, Total",<,0.1,ug/L,DANA POINT,0,0,0,0.03100200887858329
K01-12126-1 (K01S01),Total,"Lead, Total",<,0.1,ug/L,DANA POINT,2401759.02142806,240175.90214280598,0.014993679310475953,0.03100200887858329
K01-12126-1 (K01S01),Total,"Lead, Total",<,0.1,ug/L,LAGUNA NIGUEL,6437196.487691939,643719.6487691939,0.0401860715141967,0.0740724126463607
K01-12159-2,Total,"Lead, Total",<,0.1,ug/L,DANA POINT,1673540.3519999993,167354.03519999993,0.01044756244367484,0.03100200887858329
K01-12159-3,Total,"Lead, Total",<,0.1,ug/L,DANA POINT,133122.52800000002,13312.252800000002,8.310561034741356e-4,0.03100200887858329
L01-728-5 (L01-DP),Dissolved,"Lead, Total",<,0.1,ug/L,DANA POINT,0,0,0,0.02849816099853822
K01-12126-1 (K01S01),Dissolved,"Lead, Total",<,0.1,ug/L,DANA POINT,2401759.02142806,240175.90214280598,0.014993679310475953,0.02849816099853822
K01-12126-1 (K01S01),Dissolved,"Lead, Total",<,0.1,ug/L,LAGUNA NIGUEL,6437196.487691939,643719.6487691939,0.0401860715141967,0.07022193816101611
K01-12159-2,Dissolved,"Lead, Total",<,0.1,ug/L,DANA POINT,1673540.3519999993,167354.03519999993,0.01044756244367484,0.02849816099853822
K01-12159-3,Dissolved,"Lead, Total",<,0.1,ug/L,DANA POINT,133122.52800000002,13312.252800000002,8.310561034741356e-4,0.02849816099853822
L05-489-3,Total,"Lead, Total",<,0.1,ug/L,ORANGE CO,29545076.777328,2954507.6777328,0.18444373579962647,0.25145882732696756
L05-049-1,Total,"Lead, Total",<,0.1,ug/L,ORANGE CO,6237821.599848001,623782.1599848001,0.03894141578303319,0.25145882732696756
L02-374-1 (L02P50),Total,"Lead, Total",<,0.1,ug/L,ORANGE CO,2819475.9723715195,281947.597237152,0.017601398881472743,0.25145882732696756
L05-489-3,Dissolved,"Lead, Total",<,0.1,ug/L,ORANGE CO,29545076.777328,2954507.6777328,0.18444373579962647,0.25145882732696756
L05-049-1,Dissolved,"Lead, Total",<,0.1,ug/L,ORANGE CO,6237821.599848001,623782.1599848001,0.03894141578303319,0.25145882732696756
L02-374-1 (L02P50),Dissolved,"Lead, Total",<,0.1,ug/L,ORANGE CO,2819475.9723715195,281947.597237152,0.017601398881472743,0.25145882732696756
L01-404-1,Total,"Lead, Total",<,0.1,ug/L,ORANGE CO,765057.1882060798,76505.71882060797,0.0047760920357929415,0.25145882732696756
L01-340-1,Total,"Lead, Total",<,0.1,ug/L,ORANGE CO,106950.06735932868,10695.006735932868,6.676669049279172e-4,0.25145882732696756
L01-340-1,Total,"Lead, Total",<,0.1,ug/L,RANCHO SANTA MARGARITA,1313.8942256581051,131.38942256581052,8.202366886787119e-6,0.10969911573996023
L01-404-1,Dissolved,"Lead, Total",<,0.1,ug/L,ORANGE CO,765057.1882060798,76505.71882060797,0.0047760920357929415,0.25145882732696756
L01-340-1,Dissolved,"Lead, Total",<,0.1,ug/L,ORANGE CO,106950.06735932868,10695.006735932868,6.676669049279172e-4,0.25145882732696756
L01-340-1,Dissolved,"Lead, Total",<,0.1,ug/L,RANCHO SANTA MARGARITA,1313.8942256581051,131.38942256581052,8.202366886787119e-6,0.10969911573996023
L02-246-1 (L11P01),Total,"Lead, Total",<,0.1,ug/L,RANCHO SANTA MARGARITA,1257301.4399999997,125730.14399999997,0.007849069960711828,0.10969911573996023
L02-641-1,Total,"Lead, Total",<,0.1,ug/L,ORANGE CO,4986.284926966567,498.6284926966567,3.112833405790377e-5,0.25145882732696756
L02-641-1,Total,"Lead, Total",<,0.1,ug/L,RANCHO SANTA MARGARITA,843182.469984656,84318.2469984656,0.005263811832232824,0.10969911573996023
L02-641-2,Total,"Lead, Total",<,0.1,ug/L,ORANGE CO,20483.18968395988,2048.318968395988,1.2787226971435899e-4,0.25145882732696756
L02-641-2,Total,"Lead, Total",<,0.1,ug/L,RANCHO SANTA MARGARITA,3463714.3131314125,346371.43131314125,0.021623244118520516,0.10969911573996023
L01-731-1 (L08TBN2),Total,"Lead, Total",<,0.1,ug/L,ORANGE CO,723305.629006651,72330.5629006651,0.004515445782874375,0.25145882732696756
L01-731-1 (L08TBN2),Total,"Lead, Total",<,0.1,ug/L,RANCHO SANTA MARGARITA,11606237.02728475,1160623.7027284752,0.0724553106435336,0.10969911573996023
L02-166-3 (L02P26),Total,"Lead, Total",<,0.1,ug/L,ORANGE CO,1759.6301883248925,175.96301883248927,1.0985003288584966e-5,0.25145882732696756
L02-166-3 (L02P26),Total,"Lead, Total",<,0.1,ug/L,RANCHO SANTA MARGARITA,311594.45914611226,31159.445914611228,0.0019452190472381858,0.10969911573996023
L02-246-1 (L11P01),Dissolved,"Lead, Total",<,0.1,ug/L,RANCHO SANTA MARGARITA,1257301.4399999997,125730.14399999997,0.007849069960711828,0.10969911573996023
L02-641-1,Dissolved,"Lead, Total",<,0.1,ug/L,ORANGE CO,4986.284926966567,498.6284926966567,3.112833405790377e-5,0.25145882732696756
L02-641-1,Dissolved,"Lead, Total",<,0.1,ug/L,RANCHO SANTA MARGARITA,843182.469984656,84318.2469984656,0.005263811832232824,0.10969911573996023
L02-641-2,Dissolved,"Lead, Total",<,0.1,ug/L,ORANGE CO,20483.18968395988,2048.318968395988,1.2787226971435899e-4,0.25145882732696756
L02-641-2,Dissolved,"Lead, Total",<,0.1,ug/L,RANCHO SANTA MARGARITA,3463714.3131314125,346371.43131314125,0.021623244118520516,0.10969911573996023
L01-731-1 (L08TBN2),Dissolved,"Lead, Total",<,0.1,ug/L,ORANGE CO,723305.629006651,72330.5629006651,0.004515445782874375,0.25145882732696756
L01-731-1 (L08TBN2),Dissolved,"Lead, Total",<,0.1,ug/L,RANCHO SANTA MARGARITA,11606237.02728475,1160623.7027284752,0.0724553106435336,0.10969911573996023
L02-166-3 (L02P26),Dissolved,"Lead, Total",<,0.1,ug/L,ORANGE CO,1759.6301883248925,175.96301883248927,1.0985003288584966e-5,0.25145882732696756
L02-166-3 (L02P26),Dissolved,"Lead, Total",<,0.1,ug/L,RANCHO SANTA MARGARITA,311594.45914611226,31159.445914611228,0.0019452190472381858,0.10969911573996023
L04-672-1,Total,"Lead, Total",<,0.15000000000000002,ug/L,MISSION VIEJO,665335.962144,99800.39432160002,0.006230329913062584,0.09599384698021901
L04-672-1,Dissolved,"Lead, Total",<,0.1,ug/L,MISSION VIEJO,665335.962144,66533.59621440001,0.004153553275375055,0.05868358955614304
M01-042-1 (M01S01),Total,"Lead, Total",<,0.1,ug/L,SAN CLEMENTE,9329.904,932.9904000000001,5.824463958517787e-5,0.02772044658335498
M02-032-1,Total,"Lead, Total",<,0.1,ug/L,SAN CLEMENTE,3628866.1607999997,362886.61608,0.022654252566654935,0.02772044658335498
M02-085-1 (M02P06),Total,"Lead, Total",<,0.1,ug/L,ORANGE CO,174.54166027466977,17.45416602746698,1.0896270846191666e-6,0.25145882732696756
M02-085-1 (M02P06),Total,"Lead, Total",<,0.1,ug/L,SAN CLEMENTE,251732.86631957273,25173.286631957275,0.001571515641589375,0.02772044658335498
M02-085-2,Total,"Lead, Total",<,0.1,ug/L,SAN CLEMENTE,550464.336,55046.433600000004,0.0034364337355254947,0.02772044658335498
M01-042-1 (M01S01),Dissolved,"Lead, Total",<,0.1,ug/L,SAN CLEMENTE,9329.904,932.9904000000001,5.824463958517787e-5,0.02772044658335498
M02-032-1,Dissolved,"Lead, Total",<,0.1,ug/L,SAN CLEMENTE,3628866.1607999997,362886.61608,0.022654252566654935,0.02772044658335498
M02-085-1 (M02P06),Dissolved,"Lead, Total",<,0.1,ug/L,ORANGE CO,174.54166027466977,17.45416602746698,1.0896270846191666e-6,0.25145882732696756
M02-085-1 (M02P06),Dissolved,"Lead, Total",<,0.1,ug/L,SAN CLEMENTE,251732.86631957273,25173.286631957275,0.001571515641589375,0.02772044658335498
M02-085-2,Dissolved,"Lead, Total",<,0.1,ug/L,SAN CLEMENTE,550464.336,55046.433600000004,0.0034364337355254947,0.02772044658335498
L03-316-3 (L03P12),Total,"Lead, Total",NA,0.31,ug/L,MISSION VIEJO,893435.1835532822,276964.9069015175,0.01729033994371349,0.09599384698021901
J01-10004-1 (J01P01),Total,"Lead, Total",<,0.285,ug/L,LAKE FOREST,2050623.5094314318,584427.700187958,0.03648459915669229,0.07765938392122701
J01-9224-1 (J01P24),Total,"Lead, Total",<,0.245,ug/L,ALISO VIEJO,2634.1015151823053,645.3548712196648,4.0288155032172095e-5,0.02964585622897498
J01-9224-1 (J01P24),Total,"Lead, Total",<,0.245,ug/L,LAGUNA NIGUEL,158150.60433060143,38746.89806099735,0.0024188878177164716,0.0740724126463607
L04-672-1,Total,"Lead, Total",NA,0.15000000000000002,ug/L,MISSION VIEJO,665335.962144,99800.39432160002,0.006230329913062584,0.09599384698021901
I01-11343-2 (I02P18),Dissolved,"Lead, Total",<,0.165,ug/L,LAGUNA WOODS,26583.60972323406,4386.295604333621,2.738272618758582e-4,0.008342714007021803
L01-726-5,Total,"Lead, Total",NA,0.46,ug/L,DANA POINT,111410.6356577293,51248.89240255548,0.0031993611800575916,0.03100200887858329
L01-726-5,Total,"Lead, Total",NA,0.46,ug/L,SAN JUAN CAPISTRANO,7448.763165562618,3426.4310561588045,2.139049254198435e-4,0.01645346221972
L01-726-5,Dissolved,"Lead, Total",<,0.1,ug/L,DANA POINT,111410.6356577293,11141.06356577293,6.9551330001252e-4,0.02849816099853822
L01-726-5,Dissolved,"Lead, Total",<,0.1,ug/L,SAN JUAN CAPISTRANO,7448.763165562618,744.8763165562618,4.650107074344423e-5,0.016286058365043602
J01-9131-1 (J01P28),Dissolved,"Lead, Total",NA,0.33999999999999997,ug/L,ALISO VIEJO,236560.03199999995,80430.41087999998,0.005021102353671986,0.030984679133230077
L04-266-5,Total,"Magnesium, Total",NA,94.85,ug/L,MISSION VIEJO,4000029.057504,379402756.10425436,23.685320649510906,54.34825570982566
I01-11343-2 (I02P18),Total,"Magnesium, Total",NA,84.65,ug/L,LAGUNA WOODS,26583.60972323406,2250302.5630717636,0.1404816831381297,7.152137688339573
L03-418-8,Total,"Magnesium, Total",NA,79.7,ug/L,LAGUNA NIGUEL,188453.84949148304,15019771.804471198,0.9376529441278727,117.93842093164535
L03-418-8,Total,"Magnesium, Total",NA,79.7,ug/L,MISSION VIEJO,1719639.2671055028,137055249.58830857,8.55607261931916,54.34825570982566
K01-12177-1 (K01P07),Total,"Magnesium, Total",NA,58.25,ug/L,LAGUNA NIGUEL,1099058.44356,64020154.33737,3.996644355148325,117.93842093164535
J03-9221-1 (J03P02),Total,"Magnesium, Total",NA,299.5,ug/L,LAGUNA NIGUEL,2363508.1934956796,707870703.951956,44.19088773538058,117.93842093164535
J01-9224-1 (J01P24),Total,"Magnesium, Total",NA,76.6,ug/L,ALISO VIEJO,2634.1015151823053,201772.17606296457,0.012596215001895436,12.167300776231782
J01-9224-1 (J01P24),Total,"Magnesium, Total",NA,76.6,ug/L,LAGUNA NIGUEL,158150.60433060143,12114336.291724069,0.7562726809676805,117.93842093164535
