JURISDICTI3,Sample Type,Parameter,Units,LoadsPoundsQUns,LoadQUns_j
MISSION VIEJO,Total,PCB198,ng/L,0.1017409097454483,0.1017409097454483
MISSION VIEJO,Total,TCMX,ng/L,0.07537544933074487,0.07537544933074487
MISSION VIEJO,Total,"2,4'-DDD",ng/L,0.001275748084582424,0.001275748084582424
MISSION VIEJO,Total,"2,4'-DDE",ng/L,0.001275748084582424,0.001275748084582424
MISSION VIEJO,Total,"2,4'-DDT",ng/L,0.001275748084582424,0.001275748084582424
MISSION VIEJO,Total,"4,4'-DDD",ng/L,0.001275748084582424,0.001275748084582424
MISSION VIEJO,Total,"4,4'-DDE",ng/L,0.001275748084582424,0.001275748084582424
MISSION VIEJO,Total,"4,4'-DDT",ng/L,0.001275748084582424,0.001275748084582424
MISSION VIEJO,Total,Acenaphthene,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,Acenaphthylene,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,Aldrin,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,Anthracene,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,Benz[a]anthracene,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,Benzo[a]pyrene,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,Benzo[b]fluoranthene,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,"Benzo[g,h,i]perylene",ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,Benzo[k]fluoranthene,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,BHC-alpha,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,BHC-beta,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,BHC-delta,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,BHC-gamma,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,Bolstar (Sulprofos),ng/L,0.002551496169164848,0.002551496169164848
MISSION VIEJO,Total,Chlordane-alpha,ng/L,0.001275748084582424,0.001275748084582424
MISSION VIEJO,Total,Chlordane-gamma,ng/L,0.001275748084582424,0.001275748084582424
MISSION VIEJO,Total,Chlorpyrifos,ng/L,6.37874042291212e-4,6.37874042291212e-4
MISSION VIEJO,Total,Chrysene,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,Demeton,ng/L,0.001275748084582424,0.001275748084582424
MISSION VIEJO,Total,Diazinon,ng/L,6.37874042291212e-4,6.37874042291212e-4
MISSION VIEJO,Total,"Dibenz[a,h]anthracene",ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,Dichlorvos,ng/L,0.0038272442537472706,0.0038272442537472706
MISSION VIEJO,Total,Dieldrin,ng/L,0.001275748084582424,0.001275748084582424
MISSION VIEJO,Total,Dimethoate,ng/L,0.00637874042291212,0.00637874042291212
MISSION VIEJO,Total,Disulfoton,ng/L,0.001275748084582424,0.001275748084582424
MISSION VIEJO,Total,Endosulfan-I,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,Endosulfan-II,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,Endosulfan Sulfate,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,Endrin,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,Endrin Aldehyde,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,Ethoprop (Ethoprofos),ng/L,0.001275748084582424,0.001275748084582424
MISSION VIEJO,Total,Fenchlorphos (Ronnel),ng/L,0.002551496169164848,0.002551496169164848
MISSION VIEJO,Total,Fensulfothion,ng/L,0.001275748084582424,0.001275748084582424
MISSION VIEJO,Total,Fenthion,ng/L,0.002551496169164848,0.002551496169164848
MISSION VIEJO,Total,Fluoranthene,ng/L,0.005559072278567912,0.005559072278567912
MISSION VIEJO,Total,Fluorene,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,Heptachlor,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,Heptachlor Epoxide,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,"Indeno[1,2,3-cd]pyrene",ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,Malathion,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,Merphos,ng/L,0.001275748084582424,0.001275748084582424
MISSION VIEJO,Total,Methoxychlor,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,Methyl Parathion,ng/L,0.001275748084582424,0.001275748084582424
MISSION VIEJO,Total,Mevinphos (Phosdrin),ng/L,0.00637874042291212,0.00637874042291212
MISSION VIEJO,Total,Mirex,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,Naphthalene,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,Phenanthrene,ng/L,0.00318937021145606,0.00318937021145606
MISSION VIEJO,Total,Phorate,ng/L,0.00637874042291212,0.00637874042291212
MISSION VIEJO,Total,Pyrene,ng/L,0.009602130583290376,0.009602130583290376
MISSION VIEJO,Total,Tetrachlorvinphos (Stirofos),ng/L,0.002551496169164848,0.002551496169164848
MISSION VIEJO,Total,Tokuthion (Prothiofos),ng/L,0.0038272442537472706,0.0038272442537472706
MISSION VIEJO,Total,Toxaphene,ng/L,0.0159468510572803,0.0159468510572803
MISSION VIEJO,Total,trans-Nonachlor,ng/L,0.001275748084582424,0.001275748084582424
MISSION VIEJO,Total,Trichloronate,ng/L,0.001275748084582424,0.001275748084582424
MISSION VIEJO,Total,"Arsenic, Total",ug/L,5.873756806098244,5.873756806098244
MISSION VIEJO,Dissolved,"Arsenic, Total",ug/L,5.873756806098244,5.873756806098244
MISSION VIEJO,Total,"Cadmium, Total",ug/L,4.640533657668566,4.640533657668566
MISSION VIEJO,Dissolved,"Cadmium, Total",ug/L,4.640533657668566,4.640533657668566
MISSION VIEJO,Total,"Calcium, Total",ug/L,399.5217751550624,399.5217751550624
MISSION VIEJO,Total,Chromium 6+,ug/L,0.05011867475145237,0.05011867475145237
MISSION VIEJO,Dissolved,Chromium 6+,ug/L,0.05011867475145237,0.05011867475145237
MISSION VIEJO,Total,"Chromium, Total",ug/L,0.3809525530350293,0.3809525530350293
MISSION VIEJO,Dissolved,"Chromium, Total",ug/L,0.3809525530350293,0.3809525530350293
MISSION VIEJO,Total,"Copper, Total",ug/L,6.649836890885884,6.649836890885884
MISSION VIEJO,Dissolved,"Copper, Total",ug/L,6.649836890885884,6.649836890885884
MISSION VIEJO,Total,Dissolved Organic Carbon,ug/L,12.18339420776215,12.18339420776215
MISSION VIEJO,Total,"Hardness as CaCO3, Total",ug/L,1477.209969606065,1477.209969606065
MISSION VIEJO,Total,"Iron, Total",ug/L,125.10836216138303,125.10836216138303
MISSION VIEJO,Dissolved,"Iron, Total",ug/L,125.10836216138303,125.10836216138303
MISSION VIEJO,Total,"Lead, Total",ug/L,0.174959737314161,0.174959737314161
MISSION VIEJO,Dissolved,"Lead, Total",ug/L,0.174959737314161,0.174959737314161
MISSION VIEJO,Total,"Magnesium, Total",ug/L,116.93294318601735,116.93294318601735
MISSION VIEJO,Total,"Manganese, Total",ug/L,401.2227726011723,401.2227726011723
MISSION VIEJO,Dissolved,"Manganese, Total",ug/L,401.2227726011723,401.2227726011723
MISSION VIEJO,Total,MBAS,mg/L,57.86428812213137,57.86428812213137
MISSION VIEJO,Total,"Mercury, Total",ug/L,0.0318937021145606,0.0318937021145606
MISSION VIEJO,Dissolved,"Mercury, Total",ug/L,0.0318937021145606,0.0318937021145606
MISSION VIEJO,Total,"Nickel, Total",ug/L,27.45516190361758,27.45516190361758
MISSION VIEJO,Dissolved,"Nickel, Total",ug/L,27.45516190361758,27.45516190361758
MISSION VIEJO,Total,"Selenium, Total",ug/L,21.42725220396563,21.42725220396563
MISSION VIEJO,Dissolved,"Selenium, Total",ug/L,21.42725220396563,21.42725220396563
MISSION VIEJO,Total,"Silver, Total",ug/L,0.1275748084582424,0.1275748084582424
MISSION VIEJO,Dissolved,"Silver, Total",ug/L,0.1275748084582424,0.1275748084582424
MISSION VIEJO,Total,"Thallium, Total",ug/L,0.17131474278678263,0.17131474278678263
MISSION VIEJO,Dissolved,"Thallium, Total",ug/L,0.17131474278678263,0.17131474278678263
MISSION VIEJO,Total,Total Organic Carbon (TOC),mg/L,10811.965016836042,10811.965016836042
MISSION VIEJO,Total,"Zinc, Total",ug/L,15.691701440363817,15.691701440363817
MISSION VIEJO,Dissolved,"Zinc, Total",ug/L,15.691701440363817,15.691701440363817
MISSION VIEJO,Total,"Ammonia, as Nitrogen",mg/L,210.49843395609994,210.49843395609994
MISSION VIEJO,Total,Nitrate + Nitrite as N,mg/L,2976.745530692323,2976.745530692323
MISSION VIEJO,Total,"Nitrogen, Total Kjeldahl",mg/L,1813.6885269146792,1813.6885269146792
MISSION VIEJO,Total,Orthophosphate as P,mg/L,326.3788849723368,326.3788849723368
MISSION VIEJO,Total,pH,NA,NA,NA
MISSION VIEJO,Total,Phosphorus as PO4,mg/L,1411.827880271216,1411.827880271216
MISSION VIEJO,Total,Sulfate,mg/L,1294884.3058511603,1294884.3058511603
MISSION VIEJO,Total,Total Dissolved Solids,mg/L,2838539.488195893,2838539.488195893
MISSION VIEJO,Total,VSS,mg/L,4424.112107605477,4424.112107605477
MISSION VIEJO,Total,TSS,mg/L,6910.302124821463,6910.302124821463
MISSION VIEJO,Total,E. coli,CFU/100 mL,10028335939402.516,10028335939402.516
MISSION VIEJO,Total,Enterococcus,CFU/100 mL,40911907150361.1,40911907150361.1
MISSION VIEJO,Total,Fecal coliforms,CFU/100 mL,19826650901545.22,19826650901545.22
MISSION VIEJO,Total,Total Coliforms,CFU/100 mL,148304630082335.44,148304630082335.44
LAGUNA NIGUEL,Total,d10-Acenaphthene,ng/L,0.41228400693555894,0.41228400693555894
LAGUNA NIGUEL,Total,d10-Phenanthrene,ng/L,0.4574953079572129,0.4574953079572129
LAGUNA NIGUEL,Total,d12-Chrysene,ng/L,0.4643128850953988,0.4643128850953988
LAGUNA NIGUEL,Total,d8-Naphthalene,ng/L,0.34123767675867406,0.34123767675867406
LAGUNA NIGUEL,Total,PCB030,ng/L,0.4119251870861807,0.4119251870861807
LAGUNA NIGUEL,Total,PCB112,ng/L,0.4528306499152962,0.4528306499152962
LAGUNA NIGUEL,Total,PCB198,ng/L,0.501271329581354,0.501271329581354
LAGUNA NIGUEL,Total,TCMX,ng/L,0.3365730187167573,0.3365730187167573
LAGUNA NIGUEL,Total,"2,4'-DDD",ng/L,0.005741117590051298,0.005741117590051298
LAGUNA NIGUEL,Total,"2,4'-DDE",ng/L,0.005741117590051298,0.005741117590051298
LAGUNA NIGUEL,Total,"2,4'-DDT",ng/L,0.005741117590051298,0.005741117590051298
LAGUNA NIGUEL,Total,"4,4'-DDD",ng/L,0.006570390130836486,0.006570390130836486
LAGUNA NIGUEL,Total,"4,4'-DDE",ng/L,0.009753520883542706,0.009753520883542706
LAGUNA NIGUEL,Total,"4,4'-DDT",ng/L,0.005741117590051298,0.005741117590051298
LAGUNA NIGUEL,Total,Acenaphthene,ng/L,0.014352793975128246,0.014352793975128246
LAGUNA NIGUEL,Total,Acenaphthylene,ng/L,0.014352793975128246,0.014352793975128246
LAGUNA NIGUEL,Total,Aldrin,ng/L,0.014352793975128246,0.014352793975128246
LAGUNA NIGUEL,Total,Anthracene,ng/L,0.014352793975128246,0.014352793975128246
LAGUNA NIGUEL,Total,Benz[a]anthracene,ng/L,0.014352793975128246,0.014352793975128246
LAGUNA NIGUEL,Total,Benzo[a]pyrene,ng/L,0.016419596307546715,0.016419596307546715
LAGUNA NIGUEL,Total,Benzo[b]fluoranthene,ng/L,0.017408344336944437,0.017408344336944437
LAGUNA NIGUEL,Total,"Benzo[g,h,i]perylene",ng/L,0.01817382668228461,0.01817382668228461
LAGUNA NIGUEL,Total,Benzo[k]fluoranthene,ng/L,0.016681136108871276,0.016681136108871276
LAGUNA NIGUEL,Total,BHC-alpha,ng/L,0.014352793975128246,0.014352793975128246
LAGUNA NIGUEL,Total,BHC-beta,ng/L,0.014352793975128246,0.014352793975128246
LAGUNA NIGUEL,Total,BHC-delta,ng/L,0.014352793975128246,0.014352793975128246
LAGUNA NIGUEL,Total,BHC-gamma,ng/L,0.014352793975128246,0.014352793975128246
LAGUNA NIGUEL,Total,Bolstar (Sulprofos),ng/L,0.011482235180102596,0.011482235180102596
LAGUNA NIGUEL,Total,Chlordane-alpha,ng/L,0.005741117590051298,0.005741117590051298
LAGUNA NIGUEL,Total,Chlordane-gamma,ng/L,0.005741117590051298,0.005741117590051298
LAGUNA NIGUEL,Total,Chlorpyrifos,ng/L,0.002870558795025649,0.002870558795025649
LAGUNA NIGUEL,Total,Chrysene,ng/L,0.01648976552253623,0.01648976552253623
LAGUNA NIGUEL,Total,Demeton,ng/L,0.005741117590051298,0.005741117590051298
LAGUNA NIGUEL,Total,Diazinon,ng/L,0.002870558795025649,0.002870558795025649
LAGUNA NIGUEL,Total,"Dibenz[a,h]anthracene",ng/L,0.014352793975128246,0.014352793975128246
LAGUNA NIGUEL,Total,Dichlorvos,ng/L,0.017223352770153896,0.017223352770153896
LAGUNA NIGUEL,Total,Dieldrin,ng/L,0.005741117590051298,0.005741117590051298
LAGUNA NIGUEL,Total,Dimethoate,ng/L,0.028705587950256493,0.028705587950256493
LAGUNA NIGUEL,Total,Disulfoton,ng/L,0.005741117590051298,0.005741117590051298
LAGUNA NIGUEL,Total,Endosulfan-I,ng/L,0.014352793975128246,0.014352793975128246
LAGUNA NIGUEL,Total,Endosulfan-II,ng/L,0.014352793975128246,0.014352793975128246
LAGUNA NIGUEL,Total,Endosulfan Sulfate,ng/L,0.014352793975128246,0.014352793975128246
LAGUNA NIGUEL,Total,Endrin,ng/L,0.014352793975128246,0.014352793975128246
LAGUNA NIGUEL,Total,Endrin Aldehyde,ng/L,0.014352793975128246,0.014352793975128246
LAGUNA NIGUEL,Total,Ethoprop (Ethoprofos),ng/L,0.005741117590051298,0.005741117590051298
LAGUNA NIGUEL,Total,Fenchlorphos (Ronnel),ng/L,0.011482235180102596,0.011482235180102596
LAGUNA NIGUEL,Total,Fensulfothion,ng/L,0.005741117590051298,0.005741117590051298
LAGUNA NIGUEL,Total,Fenthion,ng/L,0.011482235180102596,0.011482235180102596
LAGUNA NIGUEL,Total,Fluoranthene,ng/L,0.020484307561303032,0.020484307561303032
LAGUNA NIGUEL,Total,Fluorene,ng/L,0.014352793975128246,0.014352793975128246
LAGUNA NIGUEL,Total,Heptachlor,ng/L,0.014352793975128246,0.014352793975128246
LAGUNA NIGUEL,Total,Heptachlor Epoxide,ng/L,0.014352793975128246,0.014352793975128246
LAGUNA NIGUEL,Total,"Indeno[1,2,3-cd]pyrene",ng/L,0.01885000275400176,0.01885000275400176
LAGUNA NIGUEL,Total,Malathion,ng/L,0.014352793975128246,0.014352793975128246
LAGUNA NIGUEL,Total,Merphos,ng/L,0.005741117590051298,0.005741117590051298
LAGUNA NIGUEL,Total,Methoxychlor,ng/L,0.014352793975128246,0.014352793975128246
LAGUNA NIGUEL,Total,Methyl Parathion,ng/L,0.005741117590051298,0.005741117590051298
LAGUNA NIGUEL,Total,Mevinphos (Phosdrin),ng/L,0.028705587950256493,0.028705587950256493
LAGUNA NIGUEL,Total,Mirex,ng/L,0.014352793975128246,0.014352793975128246
LAGUNA NIGUEL,Total,Naphthalene,ng/L,0.014352793975128246,0.014352793975128246
LAGUNA NIGUEL,Total,Phenanthrene,ng/L,0.01860942258832342,0.01860942258832342
LAGUNA NIGUEL,Total,Phorate,ng/L,0.028705587950256493,0.028705587950256493
LAGUNA NIGUEL,Total,Pyrene,ng/L,0.02440692615470558,0.02440692615470558
LAGUNA NIGUEL,Total,Tetrachlorvinphos (Stirofos),ng/L,0.011482235180102596,0.011482235180102596
LAGUNA NIGUEL,Total,Tokuthion (Prothiofos),ng/L,0.017223352770153896,0.017223352770153896
LAGUNA NIGUEL,Total,Toxaphene,ng/L,0.07176396987564124,0.07176396987564124
LAGUNA NIGUEL,Total,trans-Nonachlor,ng/L,0.005741117590051298,0.005741117590051298
LAGUNA NIGUEL,Total,Trichloronate,ng/L,0.005741117590051298,0.005741117590051298
LAGUNA NIGUEL,Total,"Arsenic, Total",ug/L,16.846591928306776,16.846591928306776
LAGUNA NIGUEL,Dissolved,"Arsenic, Total",ug/L,16.846591928306776,16.846591928306776
LAGUNA NIGUEL,Total,"Cadmium, Total",ug/L,6.357443448983277,6.357443448983277
LAGUNA NIGUEL,Dissolved,"Cadmium, Total",ug/L,6.357443448983277,6.357443448983277
LAGUNA NIGUEL,Total,"Calcium, Total",ug/L,1334.0921999881705,1334.0921999881705
LAGUNA NIGUEL,Total,Chromium 6+,ug/L,0.7343162784227519,0.7343162784227519
LAGUNA NIGUEL,Dissolved,Chromium 6+,ug/L,0.7343162784227519,0.7343162784227519
LAGUNA NIGUEL,Total,"Chromium, Total",ug/L,2.0967559894100396,2.0967559894100396
LAGUNA NIGUEL,Dissolved,"Chromium, Total",ug/L,2.0967559894100396,2.0967559894100396
LAGUNA NIGUEL,Total,"Copper, Total",ug/L,29.405286656543993,29.405286656543993
LAGUNA NIGUEL,Dissolved,"Copper, Total",ug/L,29.405286656543993,29.405286656543993
LAGUNA NIGUEL,Total,Dissolved Organic Carbon,ug/L,47.65127599742579,47.65127599742579
LAGUNA NIGUEL,Total,"Hardness as CaCO3, Total",ug/L,6242.747739482032,6242.747739482032
LAGUNA NIGUEL,Total,"Iron, Total",ug/L,389.09119667120393,389.09119667120393
LAGUNA NIGUEL,Dissolved,"Iron, Total",ug/L,389.09119667120393,389.09119667120393
LAGUNA NIGUEL,Total,"Lead, Total",ug/L,0.6720484708354169,0.6720484708354169
LAGUNA NIGUEL,Dissolved,"Lead, Total",ug/L,0.6720484708354169,0.6720484708354169
LAGUNA NIGUEL,Total,"Magnesium, Total",ug/L,706.6956933503772,706.6956933503772
LAGUNA NIGUEL,Total,"Manganese, Total",ug/L,906.8095233486025,906.8095233486025
LAGUNA NIGUEL,Dissolved,"Manganese, Total",ug/L,906.8095233486025,906.8095233486025
LAGUNA NIGUEL,Total,MBAS,mg/L,270.4066384914162,270.4066384914162
LAGUNA NIGUEL,Total,"Mercury, Total",ug/L,0.1435279397512825,0.1435279397512825
LAGUNA NIGUEL,Dissolved,"Mercury, Total",ug/L,0.1435279397512825,0.1435279397512825
LAGUNA NIGUEL,Total,"Nickel, Total",ug/L,68.39106329148609,68.39106329148609
LAGUNA NIGUEL,Dissolved,"Nickel, Total",ug/L,68.39106329148609,68.39106329148609
LAGUNA NIGUEL,Total,"Selenium, Total",ug/L,30.679097121836627,30.679097121836627
LAGUNA NIGUEL,Dissolved,"Selenium, Total",ug/L,30.679097121836627,30.679097121836627
LAGUNA NIGUEL,Total,"Silver, Total",ug/L,0.57411175900513,0.57411175900513
LAGUNA NIGUEL,Dissolved,"Silver, Total",ug/L,0.57411175900513,0.57411175900513
LAGUNA NIGUEL,Total,"Thallium, Total",ug/L,0.57411175900513,0.57411175900513
LAGUNA NIGUEL,Dissolved,"Thallium, Total",ug/L,0.57411175900513,0.57411175900513
LAGUNA NIGUEL,Total,Total Organic Carbon (TOC),mg/L,41371.92863330717,41371.92863330717
LAGUNA NIGUEL,Total,"Zinc, Total",ug/L,66.6982778844195,66.6982778844195
LAGUNA NIGUEL,Dissolved,"Zinc, Total",ug/L,66.6982778844195,66.6982778844195
LAGUNA NIGUEL,Total,"Ammonia, as Nitrogen",mg/L,1099.6448307098256,1099.6448307098256
LAGUNA NIGUEL,Total,Nitrate + Nitrite as N,mg/L,14657.790847099723,14657.790847099723
LAGUNA NIGUEL,Total,"Nitrogen, Total Kjeldahl",mg/L,7128.554340980363,7128.554340980363
LAGUNA NIGUEL,Total,Orthophosphate as P,mg/L,1162.576311985388,1162.576311985388
LAGUNA NIGUEL,Total,pH,NA,NA,NA
LAGUNA NIGUEL,Total,Phosphorus as PO4,mg/L,5733.941193063735,5733.941193063735
LAGUNA NIGUEL,Total,Sulfate,mg/L,6096349.240935722,6096349.240935722
LAGUNA NIGUEL,Total,Total Dissolved Solids,mg/L,14388675.960066069,14388675.960066069
LAGUNA NIGUEL,Total,VSS,mg/L,22777.88403852853,22777.88403852853
LAGUNA NIGUEL,Total,TSS,mg/L,22820.942420453914,22820.942420453914
LAGUNA NIGUEL,Total,E. coli,CFU/100 mL,44275550428848.63,44275550428848.63
LAGUNA NIGUEL,Total,Enterococcus,CFU/100 mL,162293410825726,162293410825726
LAGUNA NIGUEL,Total,Fecal coliforms,CFU/100 mL,80177288876437.05,80177288876437.05
LAGUNA NIGUEL,Total,Total Coliforms,CFU/100 mL,1544983966294057,1544983966294057
SAN JUAN CAPISTRANO,Total,d10-Acenaphthene,ng/L,0.012578394607436727,0.012578394607436727
SAN JUAN CAPISTRANO,Total,d10-Phenanthrene,ng/L,0.014474327668201094,0.014474327668201094
SAN JUAN CAPISTRANO,Total,d12-Chrysene,ng/L,0.015208237240109885,0.015208237240109885
SAN JUAN CAPISTRANO,Total,d8-Naphthalene,ng/L,0.010967870824636888,0.010967870824636888
SAN JUAN CAPISTRANO,Total,PCB030,ng/L,0.012231826198479802,0.012231826198479802
SAN JUAN CAPISTRANO,Total,PCB112,ng/L,0.012109507936495002,0.012109507936495002
SAN JUAN CAPISTRANO,Total,PCB198,ng/L,0.012578394607436727,0.012578394607436727
SAN JUAN CAPISTRANO,Total,TCMX,ng/L,0.009438892549826912,0.009438892549826912
SAN JUAN CAPISTRANO,Total,"2,4'-DDD",ng/L,1.630910159797307e-4,1.630910159797307e-4
SAN JUAN CAPISTRANO,Total,"2,4'-DDE",ng/L,1.630910159797307e-4,1.630910159797307e-4
SAN JUAN CAPISTRANO,Total,"2,4'-DDT",ng/L,1.630910159797307e-4,1.630910159797307e-4
SAN JUAN CAPISTRANO,Total,"4,4'-DDD",ng/L,1.630910159797307e-4,1.630910159797307e-4
SAN JUAN CAPISTRANO,Total,"4,4'-DDE",ng/L,3.682595140822319e-4,3.682595140822319e-4
SAN JUAN CAPISTRANO,Total,"4,4'-DDT",ng/L,1.630910159797307e-4,1.630910159797307e-4
SAN JUAN CAPISTRANO,Total,Acenaphthene,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,Acenaphthylene,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,Aldrin,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,Anthracene,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,Benz[a]anthracene,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,Benzo[a]pyrene,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,Benzo[b]fluoranthene,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,"Benzo[g,h,i]perylene",ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,Benzo[k]fluoranthene,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,BHC-alpha,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,BHC-beta,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,BHC-delta,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,BHC-gamma,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,Bolstar (Sulprofos),ng/L,3.261820319594614e-4,3.261820319594614e-4
SAN JUAN CAPISTRANO,Total,Chlordane-alpha,ng/L,1.630910159797307e-4,1.630910159797307e-4
SAN JUAN CAPISTRANO,Total,Chlordane-gamma,ng/L,1.630910159797307e-4,1.630910159797307e-4
SAN JUAN CAPISTRANO,Total,Chlorpyrifos,ng/L,8.154550798986535e-5,8.154550798986535e-5
SAN JUAN CAPISTRANO,Total,Chrysene,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,Demeton,ng/L,1.630910159797307e-4,1.630910159797307e-4
SAN JUAN CAPISTRANO,Total,Diazinon,ng/L,8.154550798986535e-5,8.154550798986535e-5
SAN JUAN CAPISTRANO,Total,"Dibenz[a,h]anthracene",ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,Dichlorvos,ng/L,4.89273047939192e-4,4.89273047939192e-4
SAN JUAN CAPISTRANO,Total,Dieldrin,ng/L,1.630910159797307e-4,1.630910159797307e-4
SAN JUAN CAPISTRANO,Total,Dimethoate,ng/L,8.154550798986534e-4,8.154550798986534e-4
SAN JUAN CAPISTRANO,Total,Disulfoton,ng/L,1.630910159797307e-4,1.630910159797307e-4
SAN JUAN CAPISTRANO,Total,Endosulfan-I,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,Endosulfan-II,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,Endosulfan Sulfate,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,Endrin,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,Endrin Aldehyde,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,Ethoprop (Ethoprofos),ng/L,1.630910159797307e-4,1.630910159797307e-4
SAN JUAN CAPISTRANO,Total,Fenchlorphos (Ronnel),ng/L,3.261820319594614e-4,3.261820319594614e-4
SAN JUAN CAPISTRANO,Total,Fensulfothion,ng/L,1.630910159797307e-4,1.630910159797307e-4
SAN JUAN CAPISTRANO,Total,Fenthion,ng/L,3.261820319594614e-4,3.261820319594614e-4
SAN JUAN CAPISTRANO,Total,Fluoranthene,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,Fluorene,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,Heptachlor,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,Heptachlor Epoxide,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,"Indeno[1,2,3-cd]pyrene",ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,Malathion,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,Merphos,ng/L,1.630910159797307e-4,1.630910159797307e-4
SAN JUAN CAPISTRANO,Total,Methoxychlor,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,Methyl Parathion,ng/L,1.630910159797307e-4,1.630910159797307e-4
SAN JUAN CAPISTRANO,Total,Mevinphos (Phosdrin),ng/L,8.154550798986534e-4,8.154550798986534e-4
SAN JUAN CAPISTRANO,Total,Mirex,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,Naphthalene,ng/L,0.0011538689380565942,0.0011538689380565942
SAN JUAN CAPISTRANO,Total,Phorate,ng/L,8.154550798986534e-4,8.154550798986534e-4
SAN JUAN CAPISTRANO,Total,Pyrene,ng/L,4.077275399493267e-4,4.077275399493267e-4
SAN JUAN CAPISTRANO,Total,Tetrachlorvinphos (Stirofos),ng/L,3.261820319594614e-4,3.261820319594614e-4
